lab name;lab_nr;probenahme;versuchsfläche;gps_lat;gps_lon;bodenklimaraum;bodengruppe;kultur;sorte;öko/konv;ertrag (dt/ha);rohprotein (% TS);stärke (%);zucker (% TS);öl (%);bewässerung;besonderheiten;dat_saat;dat_ernte;entwicklungsstadium;d_org;d_n;d_p2o5;d_k2o;d_mgo;d_cao;d_s;d_b;d_mn;d_cu;d_zn;d_fe;dat_düng;anm_dgg;p_n;p_ca;p_p;p_k;p_mg;p_na;p_s;p_b;p_mn;p_cu;p_zn;p_fe;p_mo;p_al;p_co;p_se;p_si;p_c;p_c_n;p_n_s;p_ts;ph_wert;b_n;b_p;b_k;b_mg;b_ca;b_b;b_mn;b_cu;b_zn;b_fe;b_c_n;b_c;b_humus;station_id;station_name;station_lat;station_lon
IAU;1_247;02.05.2022;0;51,2503023;11,7780968;107;4;Winterraps;Otello;0;42,4;;;;;0;"letzter Niederschlag 22.04. - 11 mm; 24.04. - 1,3 mm; 25.04. - 1,5 mm";10.09.2021;20.07.2022;EC 64-65;;128;87;153;42;68;21;1;1;1;1;0;14.04.2022;;4,85;2,64;0,42;1,67;0,26;0,03;0,87;30,8;77,5;5,93;48,2;118,2;0,82;29,5;0,08;0,22;;45,47;9,37;;;7,4;0,12;7,2;16,24;10,3;291;0,66;38,43;1,42;3,55;17,47;11,54;1,36;2,34;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;1_294;05.05.2022;0;52,117362;12,016925;107;3;Winterraps;Matteo;0;32;;;;;0;Einzelkorn Mulchsaat;08.09.2021;20.07.2022;EC 62-63;;167;118;148;56;83;24;1;1;1;0;0;22.04.2022;;5;2,95;0,49;2,11;0,22;0,23;0,92;32,8;60,1;7,39;41,2;121,6;4,03;27,4;0,01;0,09;;45,51;9,11;;;7;0,15;12;17,26;10,1;197;1,12;177,4;2,6;6,44;114,9;9,02;1,31;2,25;1052;Möckern-Drewitz;52,2173996;12,16409969
IAU;1_301;05.05.2022;0;52,7596123;12,1838104;104;2;Winterraps;Smaragd;0;7,1;;;;;0;schwacher Bestand;01.10.2024;29.07.2022;EC 62-63;;141;36;115;64;193;123;1;1;1;1;1;24.04.2022;;4,87;1,43;0,47;1,92;0,27;0,03;1,01;54,1;72,4;6,08;47,7;122,7;1,65;25,6;0,04;0,08;;46,78;9,61;;;5,1;0,1;9;15,67;6,4;40;0,32;27,7;1,34;2,85;266,7;10,2;1,04;1,79;2794;Kyritz;52,93619919;12,40929985
IAU;1_295;05.05.2022;0;51,862083;10,905338;107;4;Winterraps;Ludger;0;44,5;;;;;0;guter Bestand;06.09.2021;28.07.2022;EC 62-63;;153;83;200;17;;52;1;1;0;0;0;04.05.2022;;4,77;3,74;0,46;1,79;0,36;0,07;1,17;34,5;98;7,52;54,4;112;0,47;17,6;0,07;0,15;;44,18;9,27;;;6,6;0,15;4,9;12,88;10,9;174;0,87;241,3;5,41;10,33;94,5;9,36;1,39;2,38;5490;Wernigerode;51,84540176;10,76860046
IAU;1_296;05.05.2022;0;52,385658;10,561313;107;3;Winterraps;Smaragd;0;31;;;;;0;guter Bestand;24.08.2021;18.07.2022;EC 62-63;;124;75;176;68;;95;1;1;0;0;0;04.05.2022;;4,47;4,32;0,51;2,03;0,37;0,06;1,47;30;170,5;8,22;67,2;123;0,29;17,9;0,13;0,2;;42,63;9,53;;;6,3;0,12;4,5;9,45;9,5;130;0,86;198,8;3,68;7,53;98,32;9,4;1,08;1,86;5676;Wolfsburg (Südwest);52,39619827;10,6892004
IAU;1_297;05.05.2022;0;51,867418;10,957978;107;4;Winterraps;Smaragd;0;40;;;;;0;guter Bestand;25.08.2021;19.07.2022;EC 62-63;;90;73;128;25;;83;1;1;0;0;0;04.05.2022;;4,61;4,17;0,5;2;0,27;0,08;1,37;40,3;99,1;8,55;55,8;125,6;0,71;10,7;0,05;0,27;;43,38;9,42;;;6,5;0,11;5,3;11,7;9,3;167;1,24;235,1;3,36;8,38;94,56;9,54;1,06;1,82;6266;Huy-Pabstorf;52,03039932;10,96259975
IAU;1_298;05.05.2022;0;51,872852;10,95976;107;4;Winterraps;Ernesto;0;35;;;;;0;guter Bestand;08.09.2021;20.07.2022;EC 62-63;;141;60;128;16;;64;1;1;0;0;0;04.05.2022;;5,68;3,51;0,55;2,1;0,28;0,09;1,28;28;107,1;7,82;59,9;131,7;1,86;16,5;0,08;0,24;;45,2;7,96;;;7,3;0,19;16,8;26,63;10,4;314;1,02;69,28;2,02;8,45;28,06;11,06;2,06;3,54;6266;Huy-Pabstorf;52,03039932;10,96259975
IAU;1_299;05.05.2022;0;51,873807;10,98484;107;4;Winterraps;Scotch;0;28;;;;;0;guter Bestand;03.09.2021;19.07.2022;EC 62-63;;80;41;165;;;;1;1;0;0;0;04.05.2022;;5,48;3,87;0,5;2,36;0,29;0,14;1,23;41,5;110,1;7,55;54,7;117;1,37;15,7;0,09;0,15;;44,58;8,14;;;7,5;0,19;13,1;21,28;8,3;376;0,82;76,79;1,98;5,96;20,57;11,54;2,22;3,81;6266;Huy-Pabstorf;52,03039932;10,96259975
IAU;1_300;05.05.2022;0;51,888425;10,935012;107;4;Winterraps;Ludger;0;31;;;;;0;;04.09.2021;25.07.2022;EC 62-63;;116;125;230;17;;;1;1;0;0;0;04.05.2022;;5,42;3,54;0,49;2,1;0,38;0,32;1,51;29;92,6;8,67;61,3;131,1;0,69;16,5;0,06;0,1;;44,01;8,12;;;6,4;0,16;4;9,58;15,3;186;1,11;225,1;5,57;11,07;86,6;11,05;1,79;3,08;6266;Huy-Pabstorf;52,03039932;10,96259975
IAU;1_303;05.05.2022;0;52,7700839;12,1824871;104;3;Winterraps;Kapeko;0;29,2;;;;;0;schwacher Bestand;06.09.2021;28.07.2022;EC 62-63;;100;23;106;65;234;121;1;1;1;1;1;14.05.2022;;3,72;3,16;0,39;1,53;0,33;0,03;1,13;40,4;32,1;9,93;44,3;98,6;1,75;15,6;0,03;0,07;;44,39;11,92;;;6,4;0,17;4,4;13,83;13,6;201;1,05;57,59;2,17;2,31;196,4;11,86;1,97;3,39;2794;Kyritz;52,93619919;12,40929985
IAU;1_302;05.05.2022;0;52,7868987;12,1657984;104;3;Winterraps;Ivo;0;20,1;;;;;0;schwacher Bestand;25.08.2021;08.09.2022;EC 62-63;;115;34;115;63;214;125;1;1;1;1;1;22.06.2022;;5;2,99;0,48;1,79;0,37;0,05;1,19;48,6;43,1;10,61;41,9;126,8;2,05;24;0,03;0,08;;45,51;9,11;;;6;0,12;7,5;12,21;14,6;111;0,56;74,31;2,03;3,7;253,9;10,17;1,19;2,05;2794;Kyritz;52,93619919;12,40929985
IAU;1_317;06.05.2022;0;52,21217;11,39335;107;4;Winterraps;PT 264.2;0;37,8;;;;;0;;02.09.2021;16.07.2022;EC 62-63;;177;14;82;;;27;1;0;0;1;0;14.02.2022;;4,88;3,73;0,33;1,85;0,29;0,02;1;26,4;89,4;7,25;62,7;137,3;0,26;40,3;0,06;0,17;;44,67;9,16;;;6,9;0,13;3,2;20,17;10,8;238;0,33;57,91;1,45;2,57;33,09;16,59;2,14;3,68;3126;Magdeburg;52,10290146;11,58269978
IAU;1_318;06.05.2022;0;52,21217;11,39335;107;4;Winterraps;Activus-1;0;45,6;;;;;0;;25.08.2021;14.07.2022;EC 62-63;;160;16;91;13;;29;1;0;0;1;0;14.02.2022;;4,98;4,48;0,38;2,09;0,39;0,02;1,11;30,5;126,5;12,75;64,8;124,2;0,75;32,3;0,09;0,14;;43,56;8,74;;;7,4;0,14;5,7;14,75;11,3;272;0,73;50,62;1,84;3,31;16,3;16,42;2,32;3,98;3126;Magdeburg;52,10290146;11,58269978
IAU;1_319;06.05.2022;0;52,21217;11,39335;107;4;Winterraps;Activus-1;0;45,6;;;;;0;;25.08.2021;14.07.2022;EC 62-63;;160;16;91;13;;29;1;0;0;1;0;14.02.2022;;4,68;4,27;0,41;2,08;0,34;0,04;1,09;42,1;110,9;7,13;60,8;105,5;0,56;31,4;0,07;0,2;;43,39;9,26;;;7,3;0,15;19;9,71;12,6;268;1,03;84,6;2,25;3,83;24,78;16,96;2,61;4,49;3126;Magdeburg;52,10290146;11,58269978
IAU;1_320;06.05.2022;0;52,21217;11,39335;107;4;Winterraps;PT 264.2;0;37,7;;;;;0;;02.09.2021;15.07.2022;EC 62-63;;170;16;88;13;;31;1;0;0;1;0;15.02.2022;;5,34;3,37;0,37;2,33;0,3;0,03;0,93;29,7;87,2;8,11;68,9;116,4;0,89;37,6;0,05;0,13;;44,88;8,41;;;7,4;0,15;8,9;11,56;10;281;0,9;46,55;1,1;2,55;14,97;16,62;2,48;4,26;3126;Magdeburg;52,10290146;11,58269978
IAU;1_321;06.05.2022;0;52,21217;11,39335;107;4;Winterraps;PT 264.2;0;37,7;;;;;0;;02.09.2021;15.07.2022;EC 62-63;;170;16;88;13;;31;1;0;0;1;0;15.02.2022;;3,72;3,33;0,35;1,88;0,4;0,04;0,85;28,8;107,2;7,36;59,8;94,6;0,54;32,3;0,05;0,13;;39,12;10,51;;;7,2;0,15;3,4;10,27;14,8;255;1,12;133,4;2,21;4,4;34,71;18,28;2,76;4,75;3126;Magdeburg;52,10290146;11,58269978
IAU;1_315;06.05.2022;0;51,83296;11,28348;107;4;Winterraps;Allesandro;0;40,9;;;;44,5;0;;14.09.2021;24.07.2022;EC 62-63;;244;25;121;16;30;32;1;0;0;1;0;08.03.2022;;3,93;3,76;0,38;1,85;0,35;0,02;0,99;29;140;5,74;73,5;104,2;0,68;21,6;0,11;0,15;;43,66;11,1;;;7,2;0,16;12,8;14,45;13,7;288;0,97;252,5;3,5;7,16;36,31;14,68;2,35;4,04;4032;Quedlinburg;51,79529953;11,13199997
IAU;1_316;06.05.2022;0;51,85288;11,30703;107;4;Winterraps;Smaragd;0;39,8;;;;45,2;0;;10.09.2021;20.07.2022;EC 62-63;;230;25;73;12;23;34;1;0;0;1;0;09.03.2022;;4,87;3,91;0,45;2,13;0,35;0,07;1,16;31,8;89,6;6,74;59,7;107,6;0,53;31,2;0,06;0,13;;43,93;9,01;;;7,3;0,17;20,9;21,4;11;306;0,75;59,31;2,48;8,08;30,78;14,69;2,56;4,4;4032;Quedlinburg;51,79529953;11,13199997
IAU;1_309;06.05.2022;1;51,8324898;11,6970418;107;4;Winterraps;Ludger;0;27,3;;;;;0;0;21.09.2021;05.07.2022;EC 64-65;;;;;38;;30;1;0;0;1;0;31.03.2022;;3,05;5,2;0,28;1,68;0,27;0,02;1,3;43;105,6;5,06;36,7;81,6;0,61;16;0,05;0,2;;41,9;13,75;;;7,4;0,15;10,3;15,57;9,3;299;1,06;131,8;2,59;4,41;27,68;11,67;1,74;2,99;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;1_310;06.05.2022;1;51,8324898;11,6970418;107;4;Winterraps;Ludger;0;31,9;;;;;0;Besyd -50;21.09.2021;05.07.2022;EC 64-65;;55;;;38;;30;1;0;0;1;0;31.03.2022;;3,88;5,26;0,34;1,92;0,32;0,04;1,49;39;115,2;6,37;52;110,4;1,08;21;0,08;0,29;;42,19;10,89;;;7,5;0,14;9,4;15,37;8;299;0,84;98,11;2,43;4,37;24,21;12,37;1,69;2,91;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;1_311;06.05.2022;1;51,8324898;11,6970418;107;4;Winterraps;Ludger;0;34,7;;;;;0;Besyd -25;21.09.2021;05.07.2022;EC 64-65;;83;;;38;;30;1;0;0;1;0;31.03.2022;;4,49;5,02;0,38;2,12;0,32;0,06;1,51;37;112,2;6,61;58,1;115,8;0,96;28,8;0,07;0,34;;42,59;9,49;;;7,5;0,14;7;13,23;8,1;308;0,96;90,96;2,37;3,73;23,27;11,3;1,55;2,66;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;1_312;06.05.2022;1;51,8324898;11,6970418;107;4;Winterraps;Ludger;0;37,5;;;;;0;Besyd;21.09.2021;05.07.2022;EC 64-65;;110;;;38;;30;1;0;0;1;0;31.03.2022;;4,94;5,06;0,41;2,28;0,34;0,06;1,49;36,1;120,2;7,24;67;137,8;1,22;30;0,07;0,32;;42,81;8,66;;;7,5;0,14;7,9;13,85;8;302;1,02;121,7;2,64;4,16;25,58;11,51;1,61;2,77;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;1_313;06.05.2022;1;51,8324898;11,6970418;107;4;Winterraps;Ludger;0;36,4;;;;;0;Besyd +25;21.09.2021;05.07.2022;EC 64-65;;138;;;38;;30;1;0;0;1;0;31.03.2022;;4,93;5,18;0,41;2,27;0,34;0,06;1,49;34,2;123,5;7,08;65,5;137,4;0,92;20,8;0,06;0,31;;42,72;8,67;;;7,5;0,14;9,2;16,27;8;303;0,97;128,7;2,63;4,77;26,17;12,29;1,7;2,92;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;1_314;06.05.2022;1;51,8324898;11,6970418;107;4;Winterraps;Ludger;0;37,5;;;;;0;DÜV;21.09.2021;05.07.2022;EC 64-65;;130;;;38;;30;1;0;0;1;0;31.03.2022;;5,11;5,17;0,42;2,3;0,35;0,07;1,48;36,4;125,1;6,6;68;140,3;1,1;27,9;0,06;0,36;;42,93;8,4;;;7,5;0,14;10,4;16,64;8,8;296;0,93;137,8;2,66;5,06;27,45;13,21;1,85;3,18;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;1_370;11.05.2022;0;51,282275;11,696597;107;4;Winterraps;Ludger;0;42,8;;;;;0;Mulchsaat;08.09.2021;18.07.2022;EC 62-63;;160;63;;;;46;1;0;0;0;0;21.03.2022;B180;4,43;4,19;0,44;2,12;0,3;0,03;1,4;51,6;109,4;7,85;47,3;127,1;1,61;65,5;0,08;0,22;;43,06;9,72;;;7,6;0,15;7,3;25,13;5,8;309;0,88;46,73;1,96;3,75;13,61;10,37;1,55;2,66;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;1_371;11.05.2022;0;51,283941;11,743152;107;4;Winterraps;Violin;0;43,5;;;;;0;Gepflügt;06.09.2021;20.07.2022;EC 62-63;;160;113;193;;;46;1;0;0;0;0;21.03.2022;Kirschberg;4,39;4,48;0,45;2,36;0,33;0,07;1,38;56;109,6;7,61;48,8;116,3;0,81;35,3;0,08;0,19;;41,68;9,49;;;7,3;0,15;14,2;16,84;8,6;260;1,28;147;3,04;5,04;39,95;11,21;1,7;2,93;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;1_372;11.05.2022;0;51,287992;11,720601;107;4;Winterraps;Exlibris;0;43,9;;;;;0;Gepflügt;04.09.2021;19.07.2022;EC 62-63;;160;63;;;;46;1;0;0;0;0;21.03.2022;Talplan;4,55;5,69;0,45;2,25;0,39;0,03;1,68;78,2;130;7,7;51,1;131;1,53;32,9;0,07;0,32;;41,28;9,08;;;7,5;0,16;11,8;23,37;7,7;297;1,1;87,49;3,73;5,88;23,45;11,78;1,91;3,28;7420;Naumburg/Saale-Kreipitzsch;51,10440063;11,71119976
IAU;1_373;11.05.2022;0;51,29555;11,71993;107;4;Winterraps;Ludger;0;44,4;;;;;0;Mulchsaat;10.09.2021;19.07.2022;EC 62-63;;160;113;;;;46;1;0;0;0;0;21.03.2022;Hinter der Technik;4,78;4,67;0,45;2,09;0,3;0,03;1,5;55,3;122,8;6,99;53,3;118,6;1,54;38,7;0,12;0,3;;42,48;8,89;;;7,5;0,16;10,8;31,79;5,8;297;1,05;83,17;2,6;5,38;20,5;12,06;1,98;3,4;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;1_351;11.05.2022;1;52,67047;11,06723;109;2;Winterraps;Avatar;0;38,1;;;;;0;0;03.09.2021;13.07.2022;EC 64-65;;0;;;38;;30;1;0;0;1;0;31.03.2022;;3,72;5,08;0,45;2,15;0,24;0,02;1,17;43,5;71,7;6,9;35,6;114,8;2,17;39,2;0,1;0,53;;41,47;11,16;;;6,8;0,1;13,4;14,21;6,2;96;0,5;140,8;2,32;6,58;125,2;14,11;1,37;2,35;3093;Lüchow;52,97240067;11,13739967
IAU;1_352;11.05.2022;1;52,67047;11,06723;109;2;Winterraps;Avatar;0;42,8;;;;;0;Besyd -50;03.09.2021;13.07.2022;EC 64-65;;55;;;38;;30;1;0;0;1;0;31.03.2022;;4,79;5,5;0,53;2,41;0,31;0,03;1,59;37,2;80,8;7,86;46,4;137,2;1,39;34;0,09;0,68;;40,38;8,43;;;6,5;0,09;11,2;12,91;5,7;81;0,39;144,1;2,09;6,02;129,2;11,7;1,08;1,85;3093;Lüchow;52,97240067;11,13739967
IAU;1_353;11.05.2022;1;52,67047;11,06723;109;2;Winterraps;Avatar;0;49,1;;;;;0;Besyd -25;03.09.2021;13.07.2022;EC 64-65;;83;;;38;;30;1;0;0;1;0;31.03.2022;;5,11;5,18;0,55;2,34;0,3;0,04;1,54;34,2;86,8;8,62;43,7;115,2;2,03;37,6;0,05;0,44;;41,11;8,05;;;6,4;0,1;11,7;13,94;6,1;89;0,43;149,8;2,36;7,11;131,1;13,5;1,4;2,42;3093;Lüchow;52,97240067;11,13739967
IAU;1_354;11.05.2022;1;52,67047;11,06723;109;2;Winterraps;Avatar;0;45,1;;;;;0;Besyd;03.09.2021;13.07.2022;EC 64-65;;110;;;38;;30;1;0;0;1;0;31.03.2022;;5,42;5,06;0,54;2,36;0,3;0,06;1,61;30,7;89,2;9,25;44,1;127,9;1,78;31,4;0,06;0,53;;40,95;7,56;;;6,1;0,11;7,2;13,31;6,4;80;0,54;158,8;2,29;5,81;131;11,57;1,24;2,13;3093;Lüchow;52,97240067;11,13739967
IAU;1_355;11.05.2022;1;52,67047;11,06723;109;2;Winterraps;Avatar;0;58,6;;;;;0;Besyd +25;03.09.2021;13.07.2022;EC 64-65;;138;;;38;;30;1;0;0;1;0;31.03.2022;;5,5;5,08;0,54;2,35;0,3;0,06;1,43;30;83,5;10,13;43;121,1;1,65;18,2;0,04;0,34;;40,81;7,42;;;6,2;0,11;8;13;6,9;103;0,47;162,3;2,39;6;122,6;11,53;1,21;2,08;3093;Lüchow;52,97240067;11,13739967
IAU;1_356;11.05.2022;1;52,67047;11,06723;109;2;Winterraps;Avatar;0;;;;;;0;DÜV;03.09.2021;13.07.2022;EC 64-65;;130;;;38;;30;1;0;0;1;0;31.03.2022;;3,37;5,28;0,44;2,13;0,22;0,01;1,1;45;72,9;8,11;31,1;98,8;2,76;26;0,06;0,37;;41,16;12,2;;;6,6;0,11;9,1;18,34;6,8;97;0,41;167,2;2,45;6,07;117,5;10,52;1,14;1,95;3093;Lüchow;52,97240067;11,13739967
IAU;1_357;11.05.2022;1;52,67047;11,06723;109;2;Winterraps;Avatar;0;;;;;;0;Herbstdüngung + DÜV;03.09.2021;13.07.2022;EC 64-65;;;;;;;;1;0;0;1;0;31.03.2022;;4,41;5,28;0,49;2,29;0,27;0,02;1,16;39,9;79,1;8,11;38,9;113,1;1,45;36;0,1;0,56;;41,04;9,31;;;6,4;0,11;10,5;20,22;7,4;98;0,35;164,6;2,43;6,66;130,7;9,76;1,11;1,91;3093;Lüchow;52,97240067;11,13739967
IAU;1_374;11.05.2022;0;51,3004;12,03947;107;5;Winterraps;Puzzle;0;35;;;;44,4;0;;23.08.2021;06.07.2022;EC 62-63;;135;1;1;;;25;1;0;0;1;0;25.04.2022;Blattdünger-Phytogreen NPK-Complete;4,15;3,85;0,3;2;0,57;0,02;1,39;34,7;174,7;10,23;77,9;126,9;0,74;38,4;0,09;0,37;;42,72;10,31;;;6,4;0,18;1,8;14,91;18,8;227;1,39;261,2;4,87;4,78;73,25;13,55;2,41;4,15;2878;Lauchstädt, Bad;51,39089966;11,87860012
IAU;1_410;16.05.2022;0;51,4402;12,06266;107;2;Winterraps;PT 303;0;35;;;;;0;;20.08.2021;16.07.2022;EC 64-65;;131;10;134;14;;26;1;0;0;1;0;24.03.2022;;2,4;3,13;0,28;1,76;0,4;0,03;1,07;57,3;139,5;6,79;64;129,7;0,42;34,9;0,15;0,16;;44,87;18,7;;;5,3;0,08;3,2;12,32;5,8;46;0,29;41,18;1,53;1,79;110,4;9,78;0,82;1,41;2932;Leipzig/Halle;51,43470001;12,23960018
IAU;1_409;16.05.2022;0;51,47082;12,06207;107;1;Winterraps;Expectation;0;15,2;;;;;0;trockene Stellen;23.08.2021;16.07.2022;EC 64-65;;112;;;;;16;1;0;0;1;0;28.03.2022;;2,68;3,2;0,32;1,82;0,22;0,01;1,02;31;98,8;6;47,7;128,9;1,6;58,2;0,09;0,11;;44,73;16,71;;;6,6;0,11;17,3;11,02;3,7;103;0,8;38,7;1,22;4,06;103,9;10,36;1,12;1,93;2932;Leipzig/Halle;51,43470001;12,23960018
IAU;1_406;16.05.2022;0;51,42178;12,13381;107;2;Winterraps;Ludger;0;29,6;;;;;0;;25.08.2021;12.07.2022;EC 64-65;;156;24;49;11;35;17;1;0;0;1;0;29.03.2022;;4,03;4,43;0,39;2,58;0,31;0,01;1,21;68,5;109,6;6,52;56,5;110,2;3,01;36,6;0,06;0,18;;42,72;10,61;;;6,7;0,14;10,1;19,45;6,6;114;1,02;158;2,37;6,49;106,1;12,13;1,64;2,82;2932;Leipzig/Halle;51,43470001;12,23960018
IAU;1_407;16.05.2022;0;51,42424;12,12575;107;2;Winterraps;Ludger;0;32;;;;;0;;19.08.2021;12.07.2022;EC 64-65;;163;24;49;11;35;18;1;0;0;1;0;30.03.2022;;3,8;3,36;0,32;2,75;0,4;0,02;1,37;65,3;150,8;7,25;66,9;109,4;1,33;77,1;0,08;0,17;;41,23;10,86;;;5,7;0,11;3,1;10,32;7,4;64;0,53;95,89;1,95;3,21;90,32;10,67;1,22;2,09;2932;Leipzig/Halle;51,43470001;12,23960018
IAU;1_408;16.05.2022;0;51,42023;12,13121;107;2;Winterraps;Ludger;0;29,3;;;;;0;;20.08.2021;12.07.2022;EC 64-65;;150;24;49;11;35;16;1;0;0;1;0;30.03.2022;;2,26;4,18;0,33;2,44;0,4;0,01;1,45;66,5;112,6;6,62;57,4;110,1;1,96;41,6;0,08;0,35;;44,15;19,58;;;6,3;0,13;5,7;14,16;7,4;88;0,66;114,3;2,72;5,38;96,79;10,79;1,35;2,32;2932;Leipzig/Halle;51,43470001;12,23960018
IAU;2_122;29.03.2023;1;52,6816192;11,0672021;109;3;Winterraps;Ludger;0;42,9;18,3;;;49,7;0;a3-Besyd-25;26.08.2022;21.07.2023;EC 53;;148;;;;77;;0;0;0;0;0;27.03.2023;;6,03;1,84;0,91;2,86;0,22;0,03;1,05;34;41,1;6,75;78,7;156,2;1,49;58,7;0,11;0,19;;44,94;7,45;5,76;;5,7;0,14;6,1;11,2;5,9;114;0,72;56,36;1,65;3,17;149,6;11,42;1,56;2,69;3093;Lüchow;52,97240067;11,13739967
IAU;2_123;29.03.2023;1;52,6816192;11,0672021;109;3;Winterraps;Ludger;0;43,2;18,9;;;48,5;0;a4-Besyd;26.08.2022;21.07.2023;EC 53;;197;;;;102;;0;0;0;0;0;27.03.2023;;6,06;1,91;0,91;2,9;0,22;0,03;1,07;38;43;7,24;75,9;131;1,16;70,6;0,04;0,05;;44,97;7,42;5,67;;5,8;0,15;6;11;6,2;118;0,71;59,52;2,09;3,31;146,9;8,65;1,31;2,25;3093;Lüchow;52,97240067;11,13739967
IAU;2_124;29.03.2023;1;52,6816192;11,0672021;109;3;Winterraps;Ludger;0;44,4;19,5;;;47,9;0;a5-Besyd+25;26.08.2022;21.07.2023;EC 53;;246;;;;127;;0;0;0;0;0;27.03.2023;;6,04;1,98;0,88;2,74;0,22;0,03;1,06;35,3;43,8;6,68;74,7;151,2;1,06;101,5;0,06;0,03;;45,11;7,47;5,69;;5,8;0,15;6,5;13,1;5,9;114;0,68;51,88;1,61;3,15;153,3;8,88;1,35;2,32;3093;Lüchow;52,97240067;11,13739967
IAU;2_125;29.03.2023;1;52,6816192;11,0672021;109;3;Winterraps;Ludger;0;47,4;19,3;;;48,5;0;a6-Besyd fachlich;26.08.2022;21.07.2023;EC 53;;218;;;;113;;0;0;0;0;0;27.03.2023;;5,97;1,8;0,85;2,66;0,21;0,03;0,99;31,6;41,7;6,02;71,6;173,2;1,15;57,1;0,04;0,16;;44,99;7,53;6,01;;5,8;0,14;9,2;11,2;6,1;120;0,69;58,58;1,58;3,31;148,8;9,9;1,43;2,45;3093;Lüchow;52,97240067;11,13739967
IAU;2_136;04.04.2023;1;51,8277627;11,7014983;107;4;Winterraps;Ludger;0;24,6;16,2;;;52,4;0;a1-0;24.08.2022;11.07.2023;EC 53;;;;;38;;30;1;0;0;0;0;29.03.2023;;4,03;2,74;0,64;1,81;0,21;0,01;1,1;28,2;70,2;7,64;47,8;72,2;1,24;24,1;0,12;0,12;;44,61;11,08;3,65;;7,3;0,16;9;18,5;11,4;300;1,55;146,4;3,74;5,44;37,16;11,19;1,82;3,14;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;2_137;04.04.2023;1;51,8277627;11,7014983;107;4;Winterraps;Ludger;0;32,2;16,6;;;51,6;0;a2-Besyd-50;24.08.2022;11.07.2023;EC 53;;80;;;38;36;30;1;0;0;0;0;29.03.2023;;5,23;2,53;0,83;1,98;0,26;0,02;1,13;34,2;87;7,47;82,4;87,7;1,43;21,8;0,14;0,08;;45,26;8,65;4,61;;7;0,16;5,7;13;15,4;240;1,95;237,6;3,72;5,61;50,93;10,31;1,67;2,87;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;2_138;04.04.2023;1;51,8277627;11,7014983;107;4;Winterraps;Ludger;0;31,1;18,3;;;49,9;0;a3-Besyd-25;24.08.2022;11.07.2023;EC 53;;120;;;38;53;30;1;0;0;0;0;29.03.2023;;5,45;2,39;0,99;2,1;0,25;0,02;1,12;37,7;88,5;8,2;95,5;102;1,37;31,3;0,16;0,08;;45,54;8,35;4,85;;6,9;0,17;6,1;13,5;17,3;240;2,01;251,1;3,74;5,75;55,69;10,23;1,75;3,01;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;2_139;04.04.2023;1;51,8277627;11,7014983;107;4;Winterraps;Ludger;0;28,9;19;;;48,3;0;a4-Besyd;24.08.2022;11.07.2023;EC 53;;160;;;38;71;30;1;0;0;0;0;29.03.2023;;5,59;2,39;0,98;2,16;0,24;0,02;1,17;35,9;83,2;7,68;92,9;111,6;1,41;53,3;0,13;0,09;;45,37;8,11;4,8;;7,3;0,17;8,9;17,9;8,5;286;1,65;155,4;3,7;5,44;35,8;10;1,74;2,99;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;2_140;04.04.2023;1;51,8277627;11,7014983;107;4;Winterraps;Ludger;0;34,8;19,8;;;47,7;0;a5-Besyd+25;24.08.2022;11.07.2023;EC 53;;200;;;38;89;30;1;0;0;0;0;29.03.2023;;5,76;2,37;1,09;2,18;0,24;0,03;1,21;44,5;80,3;10,96;99,8;99,5;1,34;32,2;0,14;0,13;;45,56;7,9;4,76;;7,2;0,18;8,8;18,3;10;280;1,78;182,2;3,84;5,68;40,62;9,35;1,65;2,83;445;Bernburg/Saale (Nord);51,82180023;11,71100044
IAU;2_198;05.04.2023;0;52,7843867;12,085208;104;4;Winterraps;Capello;0;35,7;;;;45;0;;17.08.2023;05.08.2023;EC 53;;127;12;142;236;146;51;1;1;1;1;1;10.05.2023;;6,26;1,17;1;2,97;0,29;0,03;0,91;69,7;43,3;19,28;70;76,9;0,4;27,1;0,05;0,1;;46,13;7,37;6,84;;5,9;0,3;7,4;18,3;29,1;434;1,35;152,4;5,87;7,71;316;10,69;3,17;5,44;2794;Kyritz;52,93619919;12,40929985
